topic,quoteText,responseText,quote_stance,response_stance,stance_disagree_agree
gayRights,it is alright if he is gay it is his choice and why cant gay 's and lesbians adopt \? they are a cupple and dosent matter if they are same sex if they are good for them if they want a kid let them have a freaking kid,i mean that the children will be mentally hurt and noting else if gays and lesbians adopt they should do more to care for their children i am not sure what kind of corrupted society you 're in that does n't even care for their children 'if they want a kid let them have a freaking kid' i'm refering to children mentally hurt and no more,+1,-1,0
gayRights,"hello k , simplified answer healthy human beings who choose to not propagate their own sons and daughters are doing such for selfish reasons for the record i despise the state institution of adoption thou shalt not covet no man or woman can provide a reasonable justification for transgressing that commandment the fact that there exists a supposed argument that would justify the act of coveting the sons and daughters of other humans is evidence to me of a people who are dead to the words of the commandments if you would care for a more specific explanation , i have no problem submitting additional information",should a couple not covet to adopt a child that has no parents \? \? would that be covetousness or charity \?,-1,+1,0
gayRights,the majority of the happy and healthy people are raised by a mother and a father and if one of them dies they are still a family i believe that families can be together forever and that death is not the end,"so are you really saying that a child would be better off in an orphanage than raised by a homosexual couple \? i really do n't believe that , jake",-1,+1,0
gayRights,"fsm \? tarvuism \? scientology \? \? they 're not religions maybe tarvuism but who the fuck cares right \? buddhism and hinduism condemn homosexuality no illicit sex sexual behaviour end of i woud n't mind taking a tolerant approach if they kept it in the background shagging in public mens toilets not on tv and cinema and public and schools and constantly in your face about how what they do is ok they keep it hidden i keep my mouth shut you have to understand not everyone is as closed minded as you no i'm a man that 's the difference you 're liberals or kids until you dicksucks become men , you would n't understand this shit either","to me mate , all religions are just as silly as the last , cause you know , thats a great mentality to impose on people what your doing is wrong , your a abomination this can lead to mental stress and denial , since homosexuality is not a choice \( backed by a thing called science \) and i did n't know being a man required the ability to completely shut off logical arguments and refuse to think that you could possibly be wrong",-1,+1,0
gayRights,"what do you mean by statistically \? are you saying there 's statistical evidence \? did you misconstrue my argument \? i said if you 're able to get pregnant by accident , you 're more likely to raise a child you do not want if you adopt , you 're more likely to actually want the child how many adopted children do you know who resented being adopted \? for me , zero i think your whole argument is on very shaky ground","sweetie , i was n't opposing you it was bradf0rd",+1,+1,1
gayRights,"is it ok , when child will see that his dads have sex \? what kind of attitude and up bringing he will get \? while other normal children are grown up in appropriate environment !","okay , so in other words , you have no evidence if you grow up with two dads , that is normal for you and how often did you have to see your parents having sex for you to so quickly raise that as a major concern for other families \?",-1,+1,0
gayRights,"oh please the right to vote has nothing to do with marriage benefits you may be new here so i 'll lay out my position for you 1 i'm not against gay marriage 2 i see the gay community 's fight for gay marriage as an uphill battle 3 i suggest that the gay community come up with a different name for their unions and force the government to give them the same benefits as heterosexual couples 4 alternatively , i suggest that the gay community force the government to give up the use of the word marriage and use a new word for both heterosexual , and homosexual marriages","the right to vote has nothing to do with marriage benefits i think it does in that a democracy can at times tend toward a tyranny of the majority over the minority if women cant vote , it takes a majority of people \( or , as in the case of constitutional amendments 2 3 of both houses and 3 4 of all state legislatures \) who must give them that right , and if a majority of law makers are not gay , it still takes a majority of those law makers to agree to make gay marriage legal i see the gay community 's fight for gay marriage as an uphill battle i believe you are right i think the battle to get civil unions is not only a compromise that will still end up maintaining at least some semantic distinction between gay couples and heterosexual couples who will still say married , etc i think it is actually more of an uphill battle rather than an easier one as i tried to explain in my argument above , to institute civil unions nationwide , you would have to go through the entire us code and replace all references to marriage , with civil unions additionally , you would likely still have to fight in every single state to get the laws changed to recognize those unions even treaties that deal with recognition of us marriages overseas would likely be affected , and who knows what else repealing doma would allow just one state to legalize gay marriage and all other states would recognize it like they do the marriages that take place in other states today the only reason not to use the word marriage is to appease bigots who somehow find the idea of two people loving each other unbearable if those two people happen to have the same naughty parts i think past compromises like dont ask dont tell intentionally left policy in an inherently unmaintainable state that is bound to be overturned in the future and therefore had a modicum of acceptability , but civil unions do not possess that attribute as prominently and would only be reconsidered if that semantic difference grew into something more i'm not against gay marriage me either it should be legal",-1,+1,0
gayRights,"i agree read this article attacking someone who wants people to rise up against the government to ban gay marriage , it 's pretty funny and makes a good point http www cracked com blog orson scott card wants you to rise up against the government but in the worst way possible","the author is extremely funny and makes several very good points within his criticisms of card if i had a dollar for every man , woman or child who used the word god or religion in their homophobic outlook on gay people , i 'd be a rich woman i 'd be super rich if i had another dollar for those who think their children are unsafe around gay people and most especially those who teach ! one day , we will see history made again when the first state actually ratifies a constitutional vote in their state concerning this issue out of one will come many and i think i 'll live to see it",+1,+1,1
gayRights,"your right , just like the people who voted to uphold slavery in certain states had that right , or the people who voted for segregation or any of the other civil rights injustices it was their right to vote , to take away the rights of others","that is just the issue some times people will vote for some thing that is really not ethical \( as in the example you gave of slavery , and in this case , gay rights and marriage \) do we just wait for the country to come around and get used to the idea of gay marriage \? will this issue polarize our country like slavery did and lead to another civil war \? so who makes the decision to over ride the voters \? who they elected to run california will not overturn the vote , so should it go to the supreme court \?",+1,+1,1
gayRights,what would you do if a gay couple adopted your brother \? or why not you \? there are many people who are n't gay that are not allowed to adopt and they 'd be good parents,"well , much of that argument is outside the scope of the debate what would i do \? well , i , personally , would n't like it but that does n't mean it 's wrong that 's where i think many people are missing the point they are n't drawing the line between what they like and what is right",-1,+1,0
gayRights,"i think the author of this debate should change the word homos to homosexuals it sounds insulting anyway , here is my dispute and you are telling them what their purpost in life is i believe that the purpose in life is to grow and advance in a sense , homosexuals are not wrong because they stop the world from overpopulation however , in another sense , it is wrong due to the fact that it stops the world from growing in numbers i believe this is the purpose of life because it is programmed in our heads we fear the tip of the blame touching our heart because we do not want to die we go to school because we want to better ourselves if i had a billion dollars , i do n't want to spend the rest of my life playing on my nintendo wii if i do that , i would feel like im wasting my own life i believe i can say the same about you because i can sense it i can sense wrong , ha ha therefore , i believe , most men and women must be attracted to each other to inorder to grow and advane as a human race","i take from your logic that it is also wrong to get married if you are sterile , elderly , infertile , or handicapped moreover , any marriage that does not contribute to the expanse of the human race is one that is wrong what if i just do n't want kids \?",-1,+1,0
gayRights,"i felt free to down vote that response i hate getting opposed responses for things i can hardly remember anyways , i would appreciated if you would not use such bad language when talking to me and do n't give me one of those immature well i will say it anyways rants and then type every offensive word in the book thats old and i know about the first amendment i am only stating what i would appreciate oh well , i'm sure you can think of something els , go ahead for the record i do understand that i am not being forced to marry homosexually that 's a good thing i'm also not forced to agree with the few that it is morally correct the problem is that people do n't wa n't people telling them that they ca n't vote based on their religious beliefs i believe that homosexuallity is morally wrong and i do n't want it in my country i'm not alone there is nothing you can do about it and you ca n't change my mind prop 8 passed do you have a problem with democracy \? move somewhere els you and people like you and all of hollywood are trying to beat the majority of american citizens trying to sway everyone that 's not good history shows that the few being in control is a bad thing two people you do n't know getting married does n't effect you at all ! so i'm only allowed to vote and have opinions on tings that effect me personally \? you do n't think i should \? that 's to bad","let me put this to you in a way that you can understand let 's say for dinner tonight you want to eat chicken instead of you choosing to eat your chicken however , your entire state , including the millions of people who have never met you and will never meet you , vote on what you eat for dinner turns out the majority of texans prefer steak are you upset \? well maybe you just have a problem with democracy i believe that homosexuallity is morally wrong and i do n't want it in my country you know what the kkk felt the same way about blacks , so at least your in good company",-1,+1,0
gayRights,"hello k , simplified answer healthy human beings who choose to not propagate their own sons and daughters are doing such for selfish reasons for the record i despise the state institution of adoption thou shalt not covet no man or woman can provide a reasonable justification for transgressing that commandment the fact that there exists a supposed argument that would justify the act of coveting the sons and daughters of other humans is evidence to me of a people who are dead to the words of the commandments if you would care for a more specific explanation , i have no problem submitting additional information","well , first of all , preventing gays from adopting because of a religious law would be a violation of the establishment clause of the us constitution secondly , we are not talking about 'coveting' the sons and daughters of other people , because we are talking about orphans who do n't have parents even if we were n't talking about orphans , this makes the assumption that children are the literal property of their parents",-1,+1,0
gayRights,"addressing your first point , of course there are modern developements in calling legally recognized relationships between same sex couples marriage , that is why it is worth debating , whereas as little as ten or twenty years ago it was not i was speaking in the broad scope of human history , and in that great span , this misapplication of the more traditional term of marriage to some form of relationship between a couple who are of the same sex is new and is unprecedented , particularly noteworthy is the use of the law as a weapon to force the new definition of the word marriage on everybody else against their consent in the name of equality and liberty for all i assure you words do have meaning , and pondering that meaning is neither vacuous or pseoudo intellectual some of the greatest intellectuals of western civilization are on my side on this one descarte , aristotle , newton , poets like shakespeare , and thoreau \( who has been speculated as being homosexual by the way \) all poured over the fine nuance and meaning of the words they used and we have benefited greatly from them of course the meaning of words change over time , but the underlying reality does not some words are reaplied to have new meaning , but the thing refered to has remaind unchanged in its underlying nature the same bird is called by different names in different languages and while some words may change faster than others , changing the word does not change the bird any culture that values its heritage will naturally want to defend that culture from uncontrolled change including its own language , and it is natural and good that it should do this it is the practice of a form of social self preservation this may sound academic , but it is not ! it is exactly what is practiced by the government in french canadia they censor and conrol their printed media , street signs , and advertising billboards so as to assure adherence to the standard french language in word use and spelling this may seem outlandish to the provintial mind , but begs the question why do they do it \? because they value their own culture i do not venture to put myself on the side of government cencorship of all printed media , but surely our american society if it values its own cultural heritage at all , must atleast protect its language within the confines of the written law if sufficient demand for civil unions passes the standard of civil debate and law , that is fine but no equivelant forum exists for the passage of redefining the meaning of words unlike in french canadia , there are no language police as law is nothing but the accumulation of words , the manipulation and steady curruption of those words will lead to the destruction of those laws original meaning , either in word , or in practice as those ignorant of the past will be unable to understand the true meaning of the words as they were intended this is not hypothetical the spanish conquistadors destroyed their conquered aztec subject 's written histories and records for a reason , to bring about the destruction of their civilization as for interracial marriage , i have already addressed that issue , please read the previous post more carefully my 1984 reference was about the ministry of truth , which systematically corrupted the language by deminishing the number of words and broadening each remaining words application , thereby diluting its meaning the speaker posits this is exaclty what is occuring in the case of legal use of the term gay marriage , for the reasons stated in the primary statement this speaker did not state that same sex marriage could lead to 'a state of total decay and ruin ' the inner statement was taken out of context , see previous argument neither has this speaker sought to discredit same sex unions , either in principle or in law the speaker wishes to make clear the distinction between using the word marriage in the traditional sense and in the new same sex sense in which it is being applied proponents of the use of language of so called gay marriage would have you believe there is no difference between the two definitions , while simultaneously insisting that their new definition be accepted which is a contradiction","that is astounding you managed to use so many words to say so little you were an english major were n't you \? i was speaking in the broad scope of human history , and in that great span , this misapplication of the more traditional term of marriage to some form of relationship between a couple who are of the same sex is new and is unprecedented i see you have difficulty reading so i will bold what i wrote earlier the first country to allow same sex couples to enter into legally recognized marriage was the netherlands , effective in 2001 since then , six other countries and seven u s states have followed suit , though voters in california revoked it through passage of proposition 8 same sex marriage is not unprecedented particularly noteworthy is the use of the law as a weapon to force the new definition of the word marriage on everybody just like forcing the new definition of the word marriage as being interracial as well how can you not see that this is exactly the same thing \? i assure you words do have meaning , and pondering that meaning is neither vacuous or pseoudo intellectual i never said words do not have meaning and pondering meanings of words is not what i was criticizing you for i was criticizing you for complaining that the natural progression of society and therefore its means of communication , language , amounts to a destruction of language descarte , aristotle , newton , poets like shakespeare , and thoreau \( who has been speculated as being homosexual by the way \) all poured over the fine nuance and meaning of the words they used no they were not all on your side they never wrote anything about gay marriage or the changing of language of being its destruction wow you are really intellectually dishonest they were authors who naturally were quite concerned with the meaning of the language they used to write their works , but that does n't mean they were concerned with language changing please stop misrepresenting the truth of course the meaning of words change over time , but the underlying reality does not some words are reaplied to have new meaning , but the thing refered to has remaind unchanged in its underlying nature the same bird is called by different names in different languages and while some words may change faster than others , changing the word does not change the bird here 's a great example of your meaningless pseudo intellectualism underlying reality is a meaningless phrase try to actually say something concrete next time if you actually knew anything about language , you would understand what a joke it is to say that saying marriage is also between a man and a woman is a drastic change to language why do n't you take a look at the archaic words and archaic definitions that are no longer used and then talk to me about drastic change this change of the terms of marriage is incredibly slight yours is one of the worst arguments against gay marriage i have heard at least christians saying it goes against their holy book is factually correct , even though this is legally and philosophically incorrect merriam webster 's definition of the word marriage includes same sex marriage by the way this may sound academic , but it is not ! at least you have one thing right this may seem outlandish to the provintial mind , but begs the question why do they do it \? because they value their own culture i like when people deliberately use bigger words in a condescending way to sound smart and then spell them incorrectly it tickles my irony bone and your argument if i can call it that about government censorship is lame the fact that another government does something is not justification for it i will spare you the holocaust analogies because i am still hoping you are intelligent enough to see now how stupid your point is the spanish conquistadors destroyed their conquered aztec subject 's written histories and records for a reason , to bring about the destruction of their civilization oh my gosh you have uncovered the lgbt movement 's secret plot their plan must have been to destroy civilization by destroying our language by making civil rights apply to them thereby changing the language blast those sexual deviants good thing you solved the mystery nancy drew",-1,+1,0
gayRights,what are you talking about \? heterosexuals have the same problems i love samantha fox and i do n't have the right to marry her and have her receive my social security spousal benefits and all that other crap you go on about \),uhm samantha fox has been in a lesbian relationship for years,+1,-1,0
gayRights,a world without morals \? is this your great idea \? sexual deviants would thrive in this environment morality is a dimension of a human being which you must not ignore or is this your agenda \? neither the church nor america has the franchise on morality freedoms are always within boundaries,"you think allowing gays to marry constitutes a world without morals \? and sexual deviation can be pretty fun in my experience , and i do n't see anything immoral about it dont see your point",-1,+1,0
gayRights,heck no there are two genders on the planet for a reason sex,"thats interesting reasoning , considering sex is impossible with out two genders sarcasm",-1,+1,0
gayRights,"okay , i know several children of same sex parents and they turn out wacko i'm sorry , i ca n't support this scientifically , but anyone else at my school will verify this ` a child who grows up seeing same sex marriage will learn that it is okay he will even think that it is his decision , just as he may choose his shirt color ` society wo n't benefit america will become even more decadent i'm sorry","okay , i know several children of same sex parents and they turn out wacko define whacko on a side note , i know several children of opposite sex parents and they turn out wacko i'm sorry , i ca n't support this scientifically really \? who the fuck would have ever guessed that \? but anyone else at my school will verify this you know you have a great argument when your basis is the opinion of a selective group of misguided school children obviously they know better than centuries of scientific observation , experimentation , and discovery a child who grows up seeing same sex marriage will learn that it is okay i agree and that is a great thing what exactly is wrong about homosexuality \? he will even think that it is his decision no homosexuality is not a choice we have scientific evidence to support this that is unless those school children say otherwise society wo n't benefit america will become even more decadent wtf \?",-1,+1,0
gayRights,"there are people in this general debate who kinda believe that if we allow same sex marital coupling , then paedagamy \( paedophilic marriage \) kids will be allowed to marry other kids zoophyligamy \( zoophilic marriage \) animals will also get to marry necragamy \( necrophilic marriage \) and somehow the dead will start demanding civil rights","kinda believe \? if you say marriage is nothing in particular , just a contract , guess what \? it 's nothing inparticular and it can be applied to any kind of relationship if i want to marry my cat who are you to say that i ca n't \? the logic to justify gay marriage can be applied to any relationship and that should be painfully obvious",+1,-1,0
gayRights,"laws are n't based on logic hence the use of the word 'ought' they are based on political compromise and or majority opinion a majority of emotional people further , moral values are not logically derived i did not use a moral argument therefore your statement about homosexual behaviour being illogical is erroneous i did not use a moral argument i used an argument based on the purpose of intercourse","i did not use a moral argument of course you did you created a moral conclusion sex ought to only be for procreation , and marriage should only foster this and built logic around it i did not use a moral argument i used an argument based on the purpose of intercourse the purpose of sex is only one of many subjective criteria with which you can build an argument addition criteria are pleasure , social bonding , equality , etc people choose from these and then make a position to defend",-1,+1,0
gayRights,"in my own personal opinion being homosexual is n't right and thats it and the communites around me does n't get too involved in homosexual activicties even the government it 's common to see girls and boys hanging out together but not boys and boys hugging each other touching here an there kids learn from their parents and it 's monkey see monkey do when babies were born , they are weak and they are dependant on their mothers or those whom they think is his her parents that he she could relate to kids learn from their parents because it 's the parents responsiblity to teach their children what is right and what is wrong and not someone elses unless you 're trying to prove to me that the parent 's role is n't to teach the children what is nature and what is not according to nature etc you cannot have sex with a man like you did with a woman it 's impossible unless that man was a woman before a sex change operation and was reluctant to change her organs what 'most' debate i saw about how homosexuality is morally accepted by people utterly shocked me to the core i'm not sure what kind of world are you in but i certainly do not accept it as 'normal'because it is abnormal and going against nature firstly , the environment i grew up in does n't have too much catholics and christians but mostly made up of other religions i personally abhor christianity because of its contradictions and it 's violation of karma one quote i recieved from my friend who is a christian he was determined to convert me from a buddhist to a christian but once i heard it i brushed him aside 'if you do n't believe in jesus christ , you shall go to hell' this is a total piece of bullshit , who in the world needs to go to hell when he is accumulating merits here and there is no such thing as absolute creator god who creates the whole universe in seven days and god do n't love us too if he has the powers of a clairvoyant and loves us , if he saw the future of man he would'nt have created us in the first place he would'nt have created adam and eve in the first place and if he truly is an absolute god he would'nt have creatd lucifer whom he knew that one day lucifier is going to turn bad and become satan christianity is bulljunk and i totally hate it although i hate christianity i do n't really hate christians i only dislike those who is obessed with it","that 's what i think too , homosexuality is freaking wrong and you deserve an up vote",-1,-1,1
gayRights,if homosexuality increases to the point that more people are homosexual than not this is not going to happen homosexuality is not a choice it is a trait that only a small minority is born with,you arent born with homosexuality there is no gay gene it is all from influences from your peers and society that statement was unfounded,+1,-1,0
gayRights,"i do n't know anyone who decided to be gay \? how do you know i in point of fact know a very nice and happy gay man , who was once engaged and has told me to my face that he was a happy straight man , did some experimentation , found someone he really liked who was a man and made a choice to live a gay lifestyle he said he was happy either way , but thinks this is what makes him happiest i think society tells way more people that they are gay than that they are n't and after reading more of the responses on here it just gets back to this absurd point that those of us who are opposed , and i use this term loosely because to tell you the truth , until the prop 8 fiasco in which the gay movement has begun trying to steal the right to vote from me i honestly did n't give a damn , to gay marriage are hated , disposed , called names , attacked , been told no intelligent straight man would oppose gay marriage as is said on this board , while we on the other side are about as polite as can be the only hatred i 've seen has been coming from the homosexual community if you do n't believe me , take a look at what they 've been doing to the mormons i honor democracy and i despise hatred and bigotry , and it saddens me that this seems to make me the enemy of the homosexual community , which wants tolerance only for their way of thinking","that 's ridiculous that guy who was engaged then turned gay was already gay society told him he was n't gay , that 's why it took so long to figure out okay , in that example , bi sexual but people do not turn gay because of outside influence , it 's something internal , in the brain i think society tells way more people that they are gay than that they are n't please give me an example where society tells anyone to be gay do you seriously think life is somehow better or easier if you 're gay \? do you not think gay people get made fun of , discriminated against , and avoided all of the time for being gay \? how on earth would you justify your opinion that somehow society wants you to be gay \? the gay movement has begun trying to steal the right to vote from me again , how so \? the only right being denied in this case is homosexuals constitutional right to the pursuit of happiness not to mention visitation rights in hospitals , or any one of the thousands of rights denied gay couples called names , attacked , been told no intelligent straight man would oppose gay marriage as is said on this board , while we on the other side are about as polite as can be really \? so no gay person has ever been killed for being gay \? yet you 're sad because someone stated the opinion that no intelligent straight man would oppose gay marriage then please , by all means , make an intelligent arguemnent for your side it will be the first the only hatred i 've seen has been coming from the homosexual community if you do n't believe me , take a look at what they 've been doing to the mormons the mormon and catholic churches , but especially the mormon churches , spent millions trying to deny a group of people a human right , now some gays are protesting this by not shopping at their stores and you call this hatred \? really , you need to think about this a little harder , or move on to the next subject",-1,+1,0
gayRights,"obviously there is a logical reason for it occur , if it occurs naturally through nature there is no logical reason to paint pictures , there is no logical reason to dance , there is no logical reason to enjoy sex we do these things , because it gives us pleasure pleasure is natural and logical you know what else is pleasurable and natural \? human rights you know what is logical and rational for a society to do , to uphold human rights you argument is myopic tunnel vision","prove that homosexuality is natural there is no logical reason to pain pictures in a way , there is it shows future generations what the world looks \( or rather , looked \) like , primarily before the advent of the camera hedonism is not logical pleasure is illogical enjoyment is illogical how are 'human rights' pleasurable \?",+1,-1,0
gayRights,the link you posted \? kind of bullshit ever watched scrottie mcboogerballs \? south park where it shows how people read into things that are n't there \? hinduism is a tolerant religion if things were like they should be or like the old days then i'm sure homosexuality could be tolerated but things are not gays are constantly in your face sticking their sins into your face justifying their sins making others accept their sins legalising their sins trying to make gay marriage and then legalise it etc if there was n't any of that bullshit with men sitting on each others laps in public etc i do n't think i 'd say a word and let them be instead they 're trying to get me and other people to allow them into our daily lives fuck that action reaction i'm not going tolerant on that are you suggesting that i am afraid of children \? lmao wut \? \? \? \? anyway cockmuncher you 're gay,"in china the confunacists said that the first duty is to raise a family and take care of them and overlooked homosexuality if it was discreet and private the greeks said that those who penetrated were dominant and masculine and those who got penetrated \( lol ! ! ! \) were feminine and submissive i could go on forever but none of the cultures allowed gay marriage not many had open gay relations so homosexuality is n't immoral since time immemorial , glad to see you agree on that in ancient greece the male form was considered the ideal of beauty and the ancient romans were fond of rampant homosexuality if there was no gay marriage then i do n't see how it impacts now , do we still have gladiatorial events where people are killed for amusement , no do we still have widespread slavery , no do we still have a view of women as second class citizens , no \( ok we still have these things in some more devoutly religious and obviously morally advanced \) countries \) but because of some all too conservative people , the rights of two people to be happy are denied based on out dated texts and bigoted moral judgments the fact that in the western world that the only real opposition to things like gay marriage comes from the religious communities is telling of their archaic and flawed morality gay people can not help being the way they are , it is not a belief system , or a choice it is an ingrained hormonally shaped sexuality , and if you are not this way you should count yourself lucky imagine being brought into a world where the very nature of yourself is ridiculed on any given day , where want you feel drawn to without explanation or choice is being chastised by huge groups of people , people that do not want to listen to evidence or reason , they know they are right and that is that , and they will make your life hell because they deem themselves superior and in the right a gay couple can not get married in a religious ceremony , so if they are not put together in the eyes of whichever god it is then it should not matter to the religious if gay people had a legal ceremony or not tbh they are generally in line with me good to know that they are not in line with you mate , as i said before in ancient greece and rome homosexuality was rampant and anyway even if ancient civilizations are in line with you then that shows where your morals stand , outdated and archaic",-1,+1,0
gayRights,"i accept at least 90 if not more of the people that contribute to this site you just happen to be one of the three i do not accept anymore and that decision took me a while my vision of what this site should be does not differ that much from what it is , however , when i do have a problem with something i bring it up and try to talk about it ! and i 'll bring it up again and again until i can get the attention of the powers that be my vision of how votes should be used also does n't differ that much from what was perceived as the correct way to use them , whether they be up or down i do n't have to have a complete reason for why someone up or down voted me or anyone else but down voting has been as huge issue for me since i'm the one who got hit i certainly did n't notice anyone stepping up to say that was wrong before i made the accusatory debate people can simply run in and out of debates , down vote someone they do n't like and up vote those they do and that is not right ! it renders the numbers meaningless i also have n't heard any suggestions made to make the voting better for everyone ! accepted \? yes ! everyone wishes to be accepted on their own terms but if that means i must accept a person when they behave like a complete ass , that 's not something i would do if someone else has a problem with me they usually state it but i have n't heard much from anyone except the very young ones so what shall i think \? there are plenty of people whose views i do n't agree with but i accept them for who they are and how they are , generally speaking the only thing i do not accept , across the board , are those that are ill mannered and can say nothing in defense of their own arguments other than to start the name calling or rag on the age routine i do n't wish to have my cake and eat it too and i do not understand why you would accuse me of wanting that the only other thing i do n't understand at all is your very last sentence btw , if log on as i down vote , you can down vote again \) what does that mean \?","i do n't have to have a complete reason for why someone up or down voted me or anyone else but down voting has been as huge issue for me since i'm the one who got hit i certainly did n't notice anyone stepping up to say that was wrong before i made the accusatory debate i was hit before but i do n't care about the points so it does n't come naturally to me to think that an adult would care about some lousy points that 's why i did n't step up to say that it was wrong but after the fact i tried to give you some of my points because i realized that they were important to you and they were n't important to me people can simply run in and out of debates , down vote someone they do n't like and up vote those they do and that is not right ! yes , that 's right and life is not fair i learned that a long time ago the difference is that i accept the fact that life is not fair and i learn the rules so that i can bend them i do n't try to change the rules i guess that 's what makes me conservative \) the only thing i do not accept , across the board , are those that are ill mannered and can say nothing in defense of their own arguments other than to start the name calling or rag on the age routine you are the one that started with the name calling i guess that 's what makes you a liberal \) i do n't wish to have my cake and eat it too and i do not understand why you would accuse me of wanting that i said that because it appears to me that you are not interested in negotiating it seems that when you feel that you are entitled to something to should just demand it and then you expect to get it this is what i see happening between the religious right and the gay community i tell you what i see because it may be of some value to you i'm standing outside looking in i have a different point of view when two blind men try to describe an elephant to each other , and they are standing on the opposite end of the elephant , should one man discard the other man 's point of view as wrong or should he consider what the other is telling him in order to come up with a more complete picture \? think about that for a moment because we are on different ends of the elephant and i'm just providing input from where i'm standing in the hopes that it is of some benefit to you if it is n't , then i 'll just stfu because i do n't have a dog in this fight",+1,-1,0
gayRights,"first of all , calm down there , bill i do n't like it because i myself am not gay , and i do n't approve of the gay lifestyle but i do think they should be able to do that if they want it 's a weird little part of me , i know , but that 's just how i feel i do n't like it i ca n't prove that there is n't anything wrong with it , but i ca n't prove it just as much as you ca n't there is no way to prove it either way",how do you know my name \? who are you \? i guessing it is andrew !,+1,-1,0
gayRights,"i agree with what you said above , but i am curious , and do n't have time to do a literature search \( because i am currently doing one of my own for my real job \) , do you have the reference to the brain argument \? is it a physiological difference or a genetic difference between hetero and homosexuals \? is this the case for all of them \? at what age does this kick in \? i am just trying to learn , it is some thing that i have been interested in , i am not trying to be disrespectful or pick on details \)","i 'll search for the links to the findings and get back to you this began several years ago when they began doing full autopsies on hiv aids patients that had succumbed to the disease via cancer , pneumonia and a host of other diseases it was the first time anyone in the medical field was alerted to that phenomenon it 's both a shame and a blessing that they were able to recognize this for the first time in the very beginning it was only on men since they were dying in astounding numbers i 'll find as many links as i can and get them to you kirstie",+1,+1,1
